"n","true_dist","assumed_dist","convergence_rate","mean_AIC","sd_AIC","mean_BIC","sd_BIC","mean_loglik","mean_MSE","mean_RMSE","mean_MAE","median_MSE","median_RMSE","median_MAE","mean_sigma_rmse","median_sigma_rmse","mean_variance_rmse","median_variance_rmse","true_dist_label","assumed_dist_label"
1000,"sstd","sstd",1,1.60171277982,0.0544178939412881,1.63606706677287,0.0544178939412881,-793.856389909998,0.000888482508889848,0.0274662199586952,0.0230831962566787,0.000674824632979168,0.0259773860957732,0.0211029660615998,0.0274662199586952,0.0259773860957732,0.0351798379392786,0.03266318805441,"Skewed Student-t","Skewed Student-t"
1000,"sstd","std",1,1.76581858841449,0.060364717967538,1.79526512008838,0.060364717967538,-876.909294207243,0.00149610601735685,0.0358338358261917,0.0292287132414649,0.00114600303505383,0.0338526648464977,0.0275581928102372,0.0358338358261917,0.0338526648464977,0.0465538656739896,0.043617859434046,"Skewed Student-t","Student-t"
1000,"std","ged",1,1.8143865757372,0.0862879731483819,1.84383310741109,0.0862879731483819,-901.193287868598,0.00139829130200068,0.0346760649045368,0.0271362572548289,0.00110747028498198,0.033278676122332,0.026378526152827,0.0346760649045368,0.033278676122332,0.0521408245569616,0.0459876290348892,"Student-t","GED"
1000,"std","norm",1,1.83708127200404,0.0888905308101962,1.86162004839895,0.0888905308101962,-913.540636002021,0.00166532514096598,0.0370976632207049,0.0288536012733751,0.00124330348521225,0.0352605087927342,0.0276525493502665,0.0370976632207049,0.0352605087927342,0.0587896874045137,0.0489472962215428,"Student-t","Normal"
1000,"std","sged",1,1.81517466104368,0.0862263551082234,1.84952894799655,0.0862263551082234,-900.58733052184,0.00140516682234733,0.0347099654652157,0.0271580296824281,0.00111301986461598,0.033361949160993,0.0264054102368194,0.0347099654652157,0.033361949160993,0.0521635986780285,0.0462784451831548,"Student-t","Skewed GED"
1000,"std","sstd",1,1.81154976059784,0.0857042597650567,1.84590404755072,0.0857042597650567,-898.774880298921,0.00133417131668403,0.0339982267223084,0.0267218729236715,0.00106094702917636,0.0325720761839054,0.0257444850357212,0.0339982267223084,0.0325720761839054,0.0500696019217013,0.0455632597175983,"Student-t","Skewed Student-t"
1000,"std","std",1,1.81053310442472,0.0857268833867241,1.83997963609862,0.0857268833867241,-899.266552212361,0.00132909969643597,0.0339537702900979,0.0266911636525516,0.00104997191417317,0.0324032692355133,0.025586118769745,0.0339537702900979,0.0324032692355133,0.0500154220883002,0.0454597839721681,"Student-t","Student-t"
2000,"ged","ged",1,1.82061560938785,0.0617907506899154,1.83741831676648,0.0617907506899154,-1814.61560938785,0.000572264926529114,0.0223435888045566,0.0176663434017347,0.000441331076474704,0.021007875961592,0.0166529944434312,0.0223435888045566,0.021007875961592,0.0318950592949,0.0297359710071631,"GED","GED"
2000,"ged","norm",1,1.8388386471011,0.0622682053506794,1.85284090324996,0.0622682053506794,-1833.8386471011,0.000589439690682752,0.0226463580367462,0.0179023703451424,0.000459155397924041,0.0214279116184275,0.0169492971301866,0.0226463580367462,0.0214279116184275,0.0323164050895221,0.0302686507481538,"GED","Normal"
2000,"ged","sged",1,1.82112030095408,0.0617949929933857,1.84072345956248,0.0617949929933857,-1814.12030095408,0.000573083204419827,0.0223626050030477,0.0176816239829908,0.000446428099361009,0.0211288451740746,0.0166527174979773,0.0223626050030477,0.0211288451740746,0.0319148028751277,0.0296816585082607,"GED","Skewed GED"
