"n","true_dist","true_dist_label","assumed_dist","assumed_dist_label","standard_error_omega","standard_error_alpha","standard_error_beta","standard_error_gamma","MSE_omega","MSE_alpha","MSE_beta","MSE_gamma","MAE_omega","MAE_alpha","MAE_beta","MAE_gamma","AIC","BIC"
5000,"sged","Skewed GED","std","Student-t",0.018533538883356,0.0192466023529653,0.0192315142212313,0.0245191182724324,0.00038754556295974,0.000516631443078657,0.00043959669410877,0.000591321982717885,0.0160575628917577,0.0181756041806127,0.0160227105341573,0.0193623745241002,1.79334730576088,1.80116793759058
8000,"sged","Skewed GED","std","Student-t",0.0142761219490497,0.0150677085849538,0.0147997434801235,0.0193482392449129,0.00026210947422713,0.000381411515177368,0.00028961329067792,0.000374518019454267,0.0132675209429238,0.0157251917471506,0.0132307141967878,0.0153799744546664,1.79270144342826,1.79794184104376
100,"sged","Skewed GED","sstd","Skewed Student-t",0.0863786196054364,0.0534616579072935,0.0716263438020594,0.0800138164961596,0.0878929225492378,0.0310631534751814,0.074355792214379,0.168985287507147,0.154832599858155,0.133181723647775,0.146003219287074,0.317954929718702,1.61743207793228,1.79979399095144
1000,"sged","Skewed GED","sstd","Skewed Student-t",0.0325390637411003,0.0275195141163661,0.0311763542441987,0.0373288819448026,0.00124622806795439,0.000813896611486649,0.00114930043349511,0.00153851070641837,0.0258061433348639,0.0225779541755699,0.0248482741936295,0.0313765875417428,1.61877084252688,1.65312512947975
5000,"sged","Skewed GED","sstd","Skewed Student-t",0.0128736977355588,0.0118799265738934,0.0123717816932849,0.0159362068694839,0.000176854628680231,0.000145080451930039,0.000162917328067661,0.000260469994482594,0.0103453092613398,0.00961337801365326,0.0100322400862976,0.0128935424477848,1.61408234517202,1.62320641564
8000,"sged","Skewed GED","sstd","Skewed Student-t",0.0101120152879067,0.00938308494500977,0.00971846500100088,0.0125527579341345,0.000105473328288801,9.18315833284863e-05,9.60052124009915e-05,0.000159736335488268,0.0081018590384159,0.00766241887393428,0.00778323344395713,0.0101041155063245,1.61325665381252,1.6193704510306
100,"std","Student-t","norm","Normal",0.0794853163332678,0.0596670737669587,0.0676135629380256,0.0855390031432866,0.0852339408688897,0.0284374339043226,0.060478221907634,0.225041164785969,0.144372905869626,0.130410887426586,0.12296782771886,0.384586345284893,1.79104602050863,1.92130452980804
1000,"std","Student-t","norm","Normal",0.0314292696316845,0.0283118428745237,0.0305494103808285,0.0373629852222621,0.0026332517821291,0.00143298132564684,0.00249453959399672,0.0029244809201568,0.0331146636014081,0.0298494775252099,0.0321702955389097,0.0426047398959111,1.83713536838903,1.86167414478394
5000,"std","Student-t","norm","Normal",0.0128716107518016,0.0125152325588751,0.0127234640735731,0.0167037376488866,0.000284593694642282,0.000268698092630472,0.000270701768533127,0.000461248904546494,0.0134296183944377,0.0130696921123173,0.0129140121543235,0.0170975831778092,1.83796516606601,1.84448235925742
8000,"std","Student-t","norm","Normal",0.00986248911075183,0.00976964920763682,0.00974218559740401,0.0131183851719932,0.000170638642820142,0.000163629346931161,0.000158817002276015,0.000298689582951392,0.010444457187829,0.0101690231760752,0.00995470770049016,0.0138099671403599,1.83745266870465,1.84181966671756
100,"std","Student-t","ged","GED",0.091172497162534,0.0683248371785827,0.0782529350838528,0.0963043421735835,0.0939976835414195,0.0287736850591598,0.0665787899456078,0.207220030188397,0.151752091564926,0.13059345557584,0.130028422767871,0.373671384501954,1.79800437819583,1.95431458935512
1000,"std","Student-t","ged","GED",0.0366855584482344,0.0328939353926358,0.0353060613378292,0.0428639986252798,0.00191450156747561,0.00121090601564593,0.00170475989666258,0.00251467943795758,0.0306213598675993,0.0275522098788284,0.0291884956654612,0.0396560051585753,1.81407852730567,1.84352505897956
5000,"std","Student-t","ged","GED",0.0149166365117011,0.0145183544009768,0.0144587708966107,0.0189533996341347,0.00025098369976891,0.000224825213126635,0.000228428451102503,0.000388030901246634,0.0124412441939324,0.0119869958780967,0.0119147796007566,0.0157344203296196,1.812672547586,1.8204931794157
8000,"std","Student-t","ged","GED",0.0116775907799634,0.011456340704717,0.0113199603638185,0.0149234880283466,0.000146919625390171,0.000137194262025053,0.000132612193413721,0.000252523209541115,0.00954045414752469,0.0093412412657006,0.00913223009929556,0.01274206416409,1.81199325757776,1.81723365519325
100,"std","Student-t","sged","Skewed GED",0.0839354157104901,0.0613032689654352,0.0723351446448558,0.0873294420432817,0.0865639555555025,0.0426665521906979,0.0624973456111145,0.246109696297211,0.147058643535483,0.14357129143726,0.126701466729011,0.391790517384086,1.80010769836562,1.98246961138479
1000,"std","Student-t","sged","Skewed GED",0.0363523470787015,0.0327318871376209,0.0350059212561518,0.0427263648907789,0.0019358523206145,0.00121186171392279,0.0017267696543062,0.00252637901324359,0.0307348793757125,0.0275852731863584,0.0292995039561665,0.0397139663197861,1.814799654576,1.84915394152888
5000,"std","Student-t","sged","Skewed GED",0.0149007597289589,0.0145085318786829,0.014440919437196,0.0189255703502687,0.000251492829387788,0.00022485749609205,0.00022847696822889,0.000388229405782515,0.0124466150005306,0.0119862389906561,0.0119138279191905,0.0157312487581429,1.81281999148543,1.82194406195341
8000,"std","Student-t","sged","Skewed GED",0.0116842445045546,0.0114573160285594,0.0113212666455596,0.0149301112734933,0.000146861257194558,0.000137361243023432,0.000132685128252644,0.000252676697265555,0.00953284442962543,0.00934767744881817,0.00913313383414826,0.012744734976889,1.81208044568748,1.81819424290556
100,"std","Student-t","std","Student-t",0.0994892238971154,0.0694766407599709,0.0832428286518039,0.0972245443695077,0.110000123985882,0.0357260847557129,0.0761778458161053,0.28582310682324,0.164154497043452,0.141623477984316,0.142163724779501,0.425769487758458,1.80275770403899,1.95906791519828
1000,"std","Student-t","std","Student-t",0.0360083880327396,0.032474544669533,0.0346278832276266,0.0440776198230183,0.00178358918195557,0.00115803232866328,0.0016286134341923,0.00239913007847254,0.0297371139816669,0.0268942545327882,0.0284901148492662,0.0387335023434139,1.81023789510024,1.83968442677413
5000,"std","Student-t","std","Student-t",0.0148238902586231,0.0145168272497304,0.0144045319011978,0.0193156194764049,0.00023477633381702,0.000213195063160386,0.000217219121726336,0.000370645812127538,0.0120138014746636,0.0116268942703754,0.0115835352404648,0.0154088649896384,1.80828020917278,1.81610084100248
8000,"std","Student-t","std","Student-t",0.0115321758734701,0.0113610095310964,0.0111925665568518,0.0152101271262503,0.000136945596262229,0.000131333755301781,0.000125570351217668,0.000240827583838469,0.00921907079225319,0.00913001931250585,0.00887998059044097,0.0124601260065978,1.80754500052087,1.81278539813637
100,"std","Student-t","sstd","Skewed Student-t",0.103332294694255,0.0742182510121501,0.0876818451549263,0.103517707648831,0.119707507921419,0.0620912629058473,0.0876202690632166,0.321720126885647,0.173233687442109,0.163320925921747,0.153687117391498,0.443004156555761,1.82404517812611,2.00640709114527
1000,"std","Student-t","sstd","Skewed Student-t",0.0361888171211971,0.0325955916167394,0.0348497814250578,0.0441682838736875,0.00188253392838768,0.0011648108950815,0.00173693000334032,0.00240985408657676,0.0300294522706018,0.026975822320453,0.0287808099981147,0.0387965077979424,1.81121008600354,1.84556437295641
5000,"std","Student-t","sstd","Skewed Student-t",0.0148711846904047,0.0145286701065017,0.0144570991860437,0.0194249237031046,0.000235354265206166,0.000213210466407706,0.000217216828738854,0.000370941114846716,0.012016160267362,0.0116313195944376,0.0115870611695386,0.0154101858942555,1.80848081657517,1.81760488704315
8000,"std","Student-t","sstd","Skewed Student-t",0.0115207629055844,0.011359006259639,0.0111793610906096,0.0151735352325696,0.000136903820478318,0.000131612228601933,0.000125671439811261,0.000241103792015451,0.00921703289691656,0.00914187071994857,0.00888500679243865,0.0124667251704733,1.80766711791403,1.81378091513211
100,"sstd","Skewed Student-t","norm","Normal",0.0745053856195717,0.061764962744654,0.0606216467245852,0.0874331286928342,0.0858273400918752,0.0427559085230687,0.0602160062760622,0.270412026943899,0.148151447821749,0.151964191842589,0.124971085033042,0.432907378053277,1.76426950574427,1.89452801504367
1000,"sstd","Skewed Student-t","norm","Normal",0.0363870249166873,0.031339588101661,0.0353203990660093,0.0407296054921978,0.00722846952424583,0.00314162407837323,0.00711022142875446,0.00625068847849526,0.0512071123237841,0.0432950951361632,0.0504567426221118,0.0610572561172024,1.83452507002117,1.85906384641608
5000,"sstd","Skewed Student-t","norm","Normal",0.0158534407804099,0.0146050476066971,0.0157969666074685,0.0189732482928238,0.000682692541981839,0.000600528625727238,0.000687826907577017,0.000998849470312068,0.0202755093687042,0.0193285633223689,0.0200041902063671,0.0250775153572294,1.83701998352087,1.84353717671229
8000,"sstd","Skewed Student-t","norm","Normal",0.0125095349116262,0.0116370213464352,0.0124638203277682,0.0150830825434276,0.000418292982804522,0.000365979821916788,0.000411903823645715,0.000638699498345721,0.0161421247217643,0.0150001913982838,0.0157823219908137,0.0198468905157476,1.83744295175228,1.84180994976519
100,"sstd","Skewed Student-t","ged","GED",0.0861941121869954,0.0721252629471612,0.071934028032239,0.100272878493787,0.0979052052926378,0.0462307583441312,0.0703395227126909,0.268138304723138,0.161896701086663,0.157140000058227,0.137763697797667,0.431162861489516,1.75083950728649,1.90714971844578
1000,"sstd","Skewed Student-t","ged","GED",0.0439792119520289,0.0409371727039258,0.0446003530781016,0.0517159743238655,0.00380769412224835,0.00286246199516605,0.00417888964833154,0.00481994766114765,0.0432774544343873,0.0414788714454592,0.0432302554310972,0.0542378889648796,1.79184297379609,1.82128950546998
5000,"sstd","Skewed Student-t","ged","GED",0.0199963144146317,0.0198200762070011,0.0207934844272436,0.0244040254884549,0.000492745829970611,0.000609038813326758,0.000605686426360396,0.000743765937937294,0.0179125183750217,0.0195729995967204,0.0187160030553437,0.0216095259233042,1.78991252217564,1.79773315400534
8000,"sstd","Skewed Student-t","ged","GED",0.0162042478796795,0.0162646975584196,0.0169380835637522,0.0197853669987662,0.000329465957442764,0.000420026696595033,0.000403242700163544,0.00048037401025912,0.0147842575088259,0.0161603429090171,0.0155401244340564,0.0173008720189629,1.79003033698648,1.79527073460198
100,"sstd","Skewed Student-t","sged","Skewed GED",0.0458994769437652,0.0354118836336516,0.0405357299957121,0.0504502252116217,0.069803744073814,0.0483614449956916,0.0525461665977421,0.153273051270902,0.131058926942723,0.123264180093516,0.11936082672787,0.27672542369569,1.60021007826368,1.78257199128285
1000,"sstd","Skewed Student-t","sged","Skewed GED",0.0346676276628679,0.0273728304576353,0.0333505428129249,0.0356837428899369,0.00132712051494538,0.000838676750412948,0.001216168313027,0.00158211200817615,0.0263876738560759,0.0230203936730331,0.025347617201591,0.0315289622651543,1.6046912028046,1.63904548975748
5000,"sstd","Skewed Student-t","sged","Skewed GED",0.0156709162268842,0.0133918489145236,0.0152148725691519,0.0161786948077987,0.000182955526697472,0.000154002787159217,0.000173977156000221,0.000269241512582884,0.0107125716205672,0.00985686555905235,0.0103933937420712,0.0130805461662581,1.60049896408093,1.60962303454891
8000,"sstd","Skewed Student-t","sged","Skewed GED",0.0118476238150236,0.010388753700127,0.0115222940628252,0.0127326426077541,0.000112344954020631,9.46408469732809e-05,0.000104517865693495,0.000163477649583165,0.00840431353734596,0.00775021534266159,0.00807330594963069,0.0102225846951147,1.60043452285507,1.60654832007315
100,"sstd","Skewed Student-t","std","Student-t",0.103590076414107,0.0862142398662344,0.0803645510812462,0.112745674665001,0.106334137442799,0.0669168356462057,0.0790586647026906,0.395248150770753,0.167652177445159,0.174218160513866,0.148452606130845,0.497785627524182,1.74432736919575,1.90063758035503
1000,"sstd","Skewed Student-t","std","Student-t",0.0437871065176987,0.0420560135452672,0.0441759446745685,0.0542251649936606,0.00290394097678479,0.0023578778293321,0.00321912507138703,0.00383117230053938,0.0382572995222965,0.037277617362766,0.0382737397679624,0.0482832341176757,1.76546016145358,1.79490669312747
5000,"sstd","Skewed Student-t","std","Student-t",0.0190654335538973,0.0195162682058221,0.0195350064086308,0.0243105149884299,0.000375375355067056,0.000530866031302792,0.000452043322574487,0.000583063507470026,0.0156699379579236,0.0183558250023023,0.0163741517875937,0.0191084970485842,1.76170774077565,1.76952837260535
8000,"sstd","Skewed Student-t","std","Student-t",0.0149021298338022,0.0154359223885686,0.0152533864733576,0.0193329418397288,0.000262256796297088,0.000390848156301128,0.000309025481633626,0.00038661628917309,0.0131562956960111,0.0158208979999498,0.013685850540897,0.015541110690292,1.76171896531272,1.76695936292822
